"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: base","Param: distribution","Param: indexType","Param: max","Param: seed"
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,251612900.000000,NaN,"#",10,EXP(0.0001),GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,13772.446061,99.993869,"ms/op",10,EXP(0.0001),TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,225.000000,NaN,"#",10,EXP(0.0001),TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,250336890.000000,NaN,"#",10,EXP(0.0001),TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,13769.341693,204.130645,"ms/op",10,EXP(0.0001),RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,225.000000,NaN,"#",10,EXP(0.0001),RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,250336890.000000,NaN,"#",10,EXP(0.0001),RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,1101.213725,51.498236,"ms/op",10,EXP(0.0001),BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,26205.000000,NaN,"#",10,EXP(0.0001),BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,116873080.000000,NaN,"#",10,EXP(0.0001),BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,19389.507988,125.175283,"ms/op",16,"NORMAL(100000,10)",SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1200.000000,NaN,"#",16,"NORMAL(100000,10)",SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,114460160.000000,NaN,"#",16,"NORMAL(100000,10)",SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,25456.809789,253.134671,"ms/op",16,"NORMAL(100000,10)",GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1125.000000,NaN,"#",16,"NORMAL(100000,10)",GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,114297710.000000,NaN,"#",16,"NORMAL(100000,10)",GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,19082.247849,267.706368,"ms/op",16,"NORMAL(100000,10)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1035.000000,NaN,"#",16,"NORMAL(100000,10)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,114102770.000000,NaN,"#",16,"NORMAL(100000,10)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,18849.102177,279.893306,"ms/op",16,"NORMAL(100000,10)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1035.000000,NaN,"#",16,"NORMAL(100000,10)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,114102770.000000,NaN,"#",16,"NORMAL(100000,10)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,228.632349,1.151476,"ms/op",16,"NORMAL(100000,10)",BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,30.000000,NaN,"#",16,"NORMAL(100000,10)",BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,17123800.000000,NaN,"#",16,"NORMAL(100000,10)",BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,19257.605635,121.556835,"ms/op",16,"UNIFORM(0,100000)",SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1200.000000,NaN,"#",16,"UNIFORM(0,100000)",SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,384450630.000000,NaN,"#",16,"UNIFORM(0,100000)",SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,29943.303984,149.223126,"ms/op",16,"UNIFORM(0,100000)",GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1125.000000,NaN,"#",16,"UNIFORM(0,100000)",GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,384288180.000000,NaN,"#",16,"UNIFORM(0,100000)",GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,19670.754048,64.712951,"ms/op",16,"UNIFORM(0,100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1035.000000,NaN,"#",16,"UNIFORM(0,100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,384093240.000000,NaN,"#",16,"UNIFORM(0,100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,20339.665561,264.160506,"ms/op",16,"UNIFORM(0,100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1035.000000,NaN,"#",16,"UNIFORM(0,100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,384093240.000000,NaN,"#",16,"UNIFORM(0,100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,1465.244314,192.246700,"ms/op",16,"UNIFORM(0,100000)",BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,25000.000000,NaN,"#",16,"UNIFORM(0,100000)",BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,130799920.000000,NaN,"#",16,"UNIFORM(0,100000)",BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,18844.772920,190.995717,"ms/op",16,"UNIFORM(1000000,1100000)",SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1200.000000,NaN,"#",16,"UNIFORM(1000000,1100000)",SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,476111260.000000,NaN,"#",16,"UNIFORM(1000000,1100000)",SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,24936.330229,50.697758,"ms/op",16,"UNIFORM(1000000,1100000)",GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1125.000000,NaN,"#",16,"UNIFORM(1000000,1100000)",GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,475948810.000000,NaN,"#",16,"UNIFORM(1000000,1100000)",GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,27119.633209,289.821730,"ms/op",16,"UNIFORM(1000000,1100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1050.000000,NaN,"#",16,"UNIFORM(1000000,1100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,475786360.000000,NaN,"#",16,"UNIFORM(1000000,1100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,19324.995479,461.569919,"ms/op",16,"UNIFORM(1000000,1100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1050.000000,NaN,"#",16,"UNIFORM(1000000,1100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,475786360.000000,NaN,"#",16,"UNIFORM(1000000,1100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,1492.915472,181.490362,"ms/op",16,"UNIFORM(1000000,1100000)",BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,25000.000000,NaN,"#",16,"UNIFORM(1000000,1100000)",BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,130799920.000000,NaN,"#",16,"UNIFORM(1000000,1100000)",BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,20115.105366,233.466582,"ms/op",16,EXP(0.0001),SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1200.000000,NaN,"#",16,EXP(0.0001),SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,346526360.000000,NaN,"#",16,EXP(0.0001),SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,26511.885946,317.346085,"ms/op",16,EXP(0.0001),GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1125.000000,NaN,"#",16,EXP(0.0001),GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,346363910.000000,NaN,"#",16,EXP(0.0001),GENERIC,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,24930.784824,191.066267,"ms/op",16,EXP(0.0001),TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1035.000000,NaN,"#",16,EXP(0.0001),TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,346168970.000000,NaN,"#",16,EXP(0.0001),TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,20134.273108,163.937619,"ms/op",16,EXP(0.0001),RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,1035.000000,NaN,"#",16,EXP(0.0001),RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,346168970.000000,NaN,"#",16,EXP(0.0001),RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build","avgt",1,5,1127.085253,58.246356,"ms/op",16,EXP(0.0001),BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:count","avgt",1,5,26205.000000,NaN,"#",16,EXP(0.0001),BUCKETED,10000000,42
"io.github.richardstartin.rangeindex.BuildBenchmark.build:size","avgt",1,5,116873080.000000,NaN,"#",16,EXP(0.0001),BUCKETED,10000000,42
