"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: base","Param: distribution","Param: indexType","Param: max","Param: seed"
"io.github.richardstartin.rangeindex.LTEBenchmark.lte","avgt",1,5,1515.966456,32.176440,"us/op",16,"UNIFORM(0,100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.lte","avgt",1,5,1509.200506,35.359971,"us/op",16,"UNIFORM(0,100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.lte","avgt",1,5,3499.931755,22.170815,"us/op",16,"UNIFORM(1000000,1100000)",SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.lte","avgt",1,5,3488.840002,22.365090,"us/op",16,"UNIFORM(1000000,1100000)",GENERIC,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.lte","avgt",1,5,3357.255239,24.692094,"us/op",16,"UNIFORM(1000000,1100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.lte","avgt",1,5,1508.986047,36.801089,"us/op",16,"UNIFORM(1000000,1100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.lte","avgt",1,5,5158.905621,363.904182,"us/op",16,EXP(0.0001),SPECIALIZED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.lte","avgt",1,5,5068.922730,181.784889,"us/op",16,EXP(0.0001),GENERIC,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.lte","avgt",1,5,5008.578559,16.211757,"us/op",16,EXP(0.0001),TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.lte","avgt",1,5,5029.599355,1736.969170,"us/op",16,EXP(0.0001),RELATIVE,10000000,42
