"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: base","Param: distribution","Param: indexType","Param: max","Param: seed"
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1651.669283,18.626585,"us/op",2,"NORMAL(100000,10)",UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,7798.527244,242.042512,"us/op",2,"UNIFORM(0,100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,6908.176605,88.494250,"us/op",2,"UNIFORM(0,100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1880.648408,41.278818,"us/op",2,"UNIFORM(0,100000)",UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,7817.165539,252.056053,"us/op",2,"UNIFORM(1000000,1100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,11947.482705,212.074004,"us/op",2,"UNIFORM(1000000,1100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,2335.156216,33.577473,"us/op",2,"UNIFORM(1000000,1100000)",UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,3108.863727,47.004705,"us/op",2,EXP(0.0001),RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,3121.721131,42.788662,"us/op",2,EXP(0.0001),TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1998.180826,55.624047,"us/op",2,EXP(0.0001),UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,762.081655,1.763014,"us/op",4,"NORMAL(100000,10)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,5135.057727,66.836693,"us/op",4,"NORMAL(100000,10)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1428.205449,40.427491,"us/op",4,"NORMAL(100000,10)",UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,9318.456427,192.042312,"us/op",4,"UNIFORM(0,100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,9280.142216,177.558418,"us/op",4,"UNIFORM(0,100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1440.104588,21.952775,"us/op",4,"UNIFORM(0,100000)",UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,9293.528730,177.165447,"us/op",4,"UNIFORM(1000000,1100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,5324.204859,120.912794,"us/op",4,"UNIFORM(1000000,1100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1980.125659,70.884020,"us/op",4,"UNIFORM(1000000,1100000)",UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,2552.651378,36.531402,"us/op",4,EXP(0.0001),RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,2554.593813,57.722380,"us/op",4,EXP(0.0001),TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1659.327953,54.631476,"us/op",4,EXP(0.0001),UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,544.049936,43.380272,"us/op",10,"NORMAL(100000,10)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,5225.439211,153.940195,"us/op",10,"NORMAL(100000,10)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,699.551446,2.848237,"us/op",10,"NORMAL(100000,10)",UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,753.256929,5.993873,"us/op",10,"UNIFORM(0,100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,740.819139,1.662923,"us/op",10,"UNIFORM(0,100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,509.706872,5.082674,"us/op",10,"UNIFORM(0,100000)",UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,743.628431,4.801908,"us/op",10,"UNIFORM(1000000,1100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1159.346449,156.461759,"us/op",10,"UNIFORM(1000000,1100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,852.151962,13.233057,"us/op",10,"UNIFORM(1000000,1100000)",UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1350.962617,197.928333,"us/op",10,EXP(0.0001),RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1378.000504,188.904243,"us/op",10,EXP(0.0001),TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,960.876368,10.895244,"us/op",10,EXP(0.0001),UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,533.217061,5.709360,"us/op",16,"NORMAL(100000,10)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,3409.533812,171.165163,"us/op",16,"NORMAL(100000,10)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,832.469175,5.557069,"us/op",16,"NORMAL(100000,10)",UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1582.885916,209.072262,"us/op",16,"UNIFORM(0,100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1577.645053,218.869155,"us/op",16,"UNIFORM(0,100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1090.277239,41.401874,"us/op",16,"UNIFORM(0,100000)",UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1581.723552,215.009951,"us/op",16,"UNIFORM(1000000,1100000)",RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,3343.012009,175.890524,"us/op",16,"UNIFORM(1000000,1100000)",TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1202.984702,30.562542,"us/op",16,"UNIFORM(1000000,1100000)",UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,5111.970393,280.609911,"us/op",16,EXP(0.0001),RELATIVE,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,4991.505441,267.308073,"us/op",16,EXP(0.0001),TRIMMED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.based","avgt",1,5,1091.020065,42.260911,"us/op",16,EXP(0.0001),UNCOMPRESSED,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.rangeBitmap","avgt",1,5,1412.693913,21.092526,"us/op",2,"NORMAL(100000,10)",RANGEBITMAP,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.rangeBitmap","avgt",1,5,3108.794246,47.978786,"us/op",2,"UNIFORM(0,100000)",RANGEBITMAP,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.rangeBitmap","avgt",1,5,3108.241550,42.235198,"us/op",2,"UNIFORM(1000000,1100000)",RANGEBITMAP,10000000,42
"io.github.richardstartin.rangeindex.LTEBenchmark.rangeBitmap","avgt",1,5,2890.414029,43.223047,"us/op",2,EXP(0.0001),RANGEBITMAP,10000000,42
